"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"Bantam Spectra is the publisher of which series ?","0","0","0","0","0","0","0"
"What is the predecessor of the car engine which was succeeded by  BMW M43 ?","0","0","0","1","0","0","0"
"List the things for which the relatives of Mrunalini Kunte are known ?","0","0","0","0","0","0","0"
"Name a person who works in Open Society Foundation and has wife named Susan Weber Soros ?","0","0","0","0","0","0","0"
"List the scientists whose doctoral advisor is Ernest Rutherford and are known for Manhattan Project ?","0","0","0","0","0","0","0"
"Directors of which movies are buried in Ronda ?","0","0","0","0","0","0","0"
"Who is married to Susan Weber Soros ?","1","0","0","0","0","0","0"
"Who has fought in the conflicts around the Mississippi river ?","1","0","0","0","0","0","0"
"Mouse Morris' horses have raced in which races ?","0","0","0","0","0","0","0"
"What company made the front row and distributed big top ballet ?","0","0","0","1","0","0","0"
"What is the genre for the developer of Interplay Entertainment ?","0","0","0","1","0","0","0"
"What is the official residence of Sarah Kazemy ?","0","0","0","1","0","0","0"
"What are some rivers in Zambia which have a dam on them ?","0","0","0","1","0","0","0"
"Who are the opponents of graduates of the Middle Temple ?","1","0","0","0","0","0","0"
"Who was the animator of both Tommy Tucker's Tooth and Skeleton Dance ?","1","0","0","0","0","0","0"
"What religion are the characters of Absolutely Fabulous from ?","0","0","0","1","0","0","0"
"Name all the soccer players who played in a under 18 club for La Liga ?","0","0","0","0","0","0","0"
"Who is the animator of Tommy Tucker's Tooth ?","1","0","0","0","0","0","0"
"List few schools situated in Reading, Berkshire ?","0","0","0","0","0","0","0"
"List the honorary title given to the spouse of Lillian Disney ?","0","0","0","0","0","0","0"
"Stan Van Gundy serves as a head coach and president for which basketball team ?","0","0","0","0","0","0","0"
"Who is the owner of  Chelsea F.C. ?","1","0","0","0","0","0","0"
"Which associate musical artist of Carolyn Dennis is also the composer of Motorpsycho Nitemare ?","0","0","0","0","0","0","1"
"What are some important works of US citizens ?","0","0","0","1","0","0","0"
"Which country's engineered have studied at Aero Klub in Wroclaw ?","0","0","0","0","0","0","1"
"What is pitro Gruszka hometown ?","0","0","0","1","0","0","0"
"Trainees at the national film school of Lodz have received what awards ?","0","0","0","0","0","0","0"
"List the governers of Jimmie Lou Fisher ?","0","0","0","0","0","0","0"
"Which employer of Manu Cornet has alsoe written Google.by ?","0","0","0","0","0","0","1"
"List the sports of PATTS College of Aeronautics which are of interest of Jon Speelman ?","0","0","0","0","0","0","0"
"Name the movies directed by Stanley Kubrick and edited by Anthony Harvey ?","0","0","0","0","0","0","0"
"Who developed the software which is used as operating system of Magic Trackpad ?","1","0","0","0","0","0","0"
"in which movies have momoki kochi acted ?","0","0","0","0","0","0","0"
"In which countries can i find broadcasted TV in southeast asia ?","0","0","1","0","0","0","0"
"Where did Doug Walgren and Lee Si Chen study ?","0","0","0","0","0","1","0"
"Which owner of Chelsea F.C also owns Evraz ?","0","0","0","0","0","0","1"
"Who is the common distributer of Bombay Sapphire and Rev ?","1","0","0","0","0","0","0"
"List the ethnicity of Riley Reid ?","0","0","0","0","0","0","0"
"List the work  edited by  Mark Stevens and directed by Joel Schumacher ?","0","0","0","0","0","0","0"
"List the popular works of the author of Luther: The Calling ?","0","0","0","0","0","0","0"
"List all the faiths that British Columbian politicians follow ?","0","0","0","0","0","0","0"
"List the television shows whose network's owning company is Turner Broadcasting System ?","0","0","0","0","0","0","0"
"What country provides a citizenship too Newin Chidchob and Seni Pramoj ?","0","0","0","1","0","0","0"
"What are some cars similar to luxury cars ?","0","0","0","1","0","0","0"
"Who is the employer of Michael M. Sears ?","1","0","0","0","0","0","0"
"Who is the stockholder of the road tunnels operated by the Massachusetts Department of Transportation ?","1","0","0","0","0","0","0"
"Which producer of  the Eristoff is also the  distributor of  Bombay Sapphire ?","0","0","0","0","0","0","1"
"List bacteria whose order (taxonomy) is Bacillales and domain is Bacteria ?","0","0","0","0","0","0","0"
"Name the broadcast area of ITV (Thailand) ?","0","0","0","0","0","0","0"
"Philadelphia City Council is the governing body of which city ?","0","0","0","0","0","0","0"
"What are the television shows whose Composer is Stewart Copeland ?","0","0","0","1","0","0","0"
"For what is Abhijit Kunte known ?","0","0","0","0","0","0","0"
"Who owns the bank where Fabio Mercurio works ?","1","0","0","0","0","0","0"
"What are the things built by Eristoff ?","0","0","0","1","0","0","0"
"Which things have been located, where governance is Houston City Council ?","0","0","0","0","0","0","1"
"Where is the south shore plaza located ?","0","0","0","0","0","1","0"
"What is written in a programming language developed by GNOME Project ?","0","0","0","1","0","0","0"
"Who is the successor of Quest Software ?","1","0","0","0","0","0","0"
"Which scientist's academic advisor is Georg Meissner and is known for invention of Anthrax ?","0","0","0","0","0","0","1"
"Who is the developer of the software which distributes Batman: Arkham City Lockdown ?","1","0","0","0","0","0","0"
"What is the workplace of Christopher S. Stewart ?","0","0","0","1","0","0","0"
"Where was david Scherman trained ?","0","0","0","0","0","1","0"
"What is the birthplace of Ludovic Boi which is also the residence of Fernando Augustin ?","0","0","0","1","0","0","0"
"To which uni. did  sidney c patridge and cyril hume both once went ?","0","0","0","0","0","0","0"
"Who is the manager of the club whose homeground is the riverside stadium ?","1","0","0","0","0","0","0"
"What are the american football players whose former team's coach is Jason Maas ?","0","0","0","1","0","0","0"
"Name the appointer of William Clark ?","0","0","0","0","0","0","0"
"Name the team of Michael springer ?","0","0","0","0","0","0","0"
"Who was the president at the time when both Carl Stokes and Joseph Stiglitz held a position in US political framework ?","1","0","0","0","0","0","0"
"What is the governing body of Fort Monroe ?","0","0","0","1","0","0","0"
"Who wrote the singles on the Main Course ?","1","0","0","0","0","0","0"
"Name the person who died in Fair Lane ?","0","0","0","0","0","0","0"
"Where does the publisher of Kathimerini live ?","0","0","0","0","0","1","0"
"Name the actor of Soylent Green to which Lydia Clarke is married ?","0","0","0","0","0","0","0"
"Name the artist who made Dream Dancing and is often associated with Joe Pass ?","0","0","0","0","0","0","0"
"What is the relegious affiliations of Katyayana ?","0","0","0","1","0","0","0"
"What religion do the politicians follow, who graduated from the Yokkohama Nationaal University ?","0","0","0","1","0","0","0"
"What was developed by someone working in Cockroach Labs ?","0","0","0","1","0","0","0"
"Name the islands that belong to the archipelago whose largest city is Papeete ?","0","0","0","0","0","0","0"
"What are some books whose cover illustration is designed by Marshall Arisman ?","0","0","0","1","0","0","0"
"Name the people who were in a youth club managed by Luis Enrique ?","0","0","0","0","0","0","0"
"Where did the beverages sold by Refriango originate ?","0","0","0","0","0","1","0"
"What is the region served by the governor of Stephen L.R. McNichols ?","0","0","0","1","0","0","0"
"Name the television show whose creator is Simon Fuller and presented by Ryan Seacrest ?","0","0","0","0","0","0","0"
"Purnima Banerjee and Rishang Keishing are politicians of what party ?","0","0","0","0","0","0","0"
"Name the organization which developed iPhone OS and the XNU ?","0","0","0","0","0","0","0"
"What are the books written by authors who died in Madrid ?","0","0","0","1","0","0","0"
"Where can one find some quick bread in the world ?","0","0","0","0","0","1","0"
"List the series of the books whose author is K. W. Jeter. ?","0","0","0","0","0","0","0"
"What awards have been given to race horses bred by Bert Michell ?","0","0","0","1","0","0","0"
"Of which countries  does Viveka Babajee have citizenship ?","0","0","0","0","0","0","0"
"Which university attended by Donn Barber and education institute of Jack McGregor ?","0","0","0","0","0","0","1"
"Who are in the liang chow club ?","1","0","0","0","0","0","0"
"Who holds shares in something famous for the Seven Spring Mountain Resort ?","1","0","0","0","0","0","0"
"Who all were involved in the wars fought by the commander Blue Jacket ?","1","0","0","0","0","0","0"
"Which governer of Winston bryant is also the president of Carl Stokes ?","0","0","0","0","0","0","1"
"Which military unit garrison is Arlington County, Virginia and The Pentagon ?","0","0","0","0","0","0","1"
"Name some books by Spanish speaking authors. ?","0","0","0","0","0","0","0"
"In which states are there bridges over the Pequea Creek ?","0","0","1","0","0","0","0"
"What is the alma mater of the scientist  whose PhD advisor is Jean-Claude Latombe ?","0","0","0","1","0","0","0"
"Which magazine's editor's official residence is Playboy Mansion ?","0","0","0","0","0","0","1"
"What are the television shows telecasted on the network which has headquarters at Atlanta ?","0","0","0","1","0","0","0"
"Which military unit's  garrison is Pentagon and command structure is United States Department of Defense ?","0","0","0","0","0","0","1"
"Where was William anthony trained ?","0","0","0","0","0","1","0"
"What continent of the world has Baja California peninsula and also has WEPG in one of it's cities ?","0","0","0","1","0","0","0"
"What is the alma mater of K. Terry Dornbush ?","0","0","0","1","0","0","0"
"What is the birthplace of Adugna Deyas and the place where Fiq is located ?","0","0","0","1","0","0","0"
"Which distributer of Bombay Sapphire also makes Grewy goose ?","0","0","0","0","0","0","1"
"What is the deathplace of the Anatoly Kharlampiyev which is also the death place of  Lyudmila Buldakova ?","0","0","0","1","0","0","0"
"What is the political party of the person succeeded by A.K. Singh ?","0","0","0","1","0","0","0"
"What are the professions of Frederick Frelinghuysen (general) ?","0","0","0","1","0","0","0"
"What tv show is created by Brian Graden ?","0","0","0","1","0","0","0"
"What is the common palce of study for jack McGregor and Philip W. Pillsbury ?","0","0","0","1","0","0","0"
"Where did the wrestler die who was billed in Norman, Oklahoma ?","0","0","0","0","0","1","0"
"Where did the relatives of David Hume study ?","0","0","0","0","0","1","0"
"Martin AN/GSG-5 is a part of the building in which city ?","0","0","0","0","0","0","0"
"Which non fictional subject of Thud is the athletics of PATTS College of Aeronautics ?","0","0","0","0","0","0","1"
"Which director of On deadly Ground also released Mojo Priest ?","0","0","0","0","0","0","1"
"In which races does Coneygree compete ?","0","0","1","0","0","0","0"
"Who was the designer of john madden Football '92 ?","1","0","0","0","0","0","0"
"Name the tenants of MAsterCard center wich is also the draft team of Antoine Bibeau ?","0","0","0","0","0","0","0"
"In which state is the alma mater of Ben Ysursa located ?","0","0","1","0","0","0","0"
"Which artist married to Lee Krasner ?","0","0","0","0","0","0","1"
"Which country of Montaas Mayas Chiquibul is the birth place of Jos Bernardo Escobar ?","0","0","0","0","0","0","1"
"Whose youth clubs used to participate in Argentine Primera Division ?","0","0","0","0","0","0","0"
"Who appointed both John Drayton and William Clark to their respective offices ?","1","0","0","0","0","0","0"
"List everything written in languages developed by EXperimental Computing Facility ?","0","0","0","0","0","0","0"
"Who debuted their career in a team coached by Chip Kelly ?","1","0","0","0","0","0","0"
"Which predecessor of the PlayStation 4 is also the developer of Oddworld: Munch's Oddysee ?","0","0","0","0","0","0","1"
"Name few movies directed by Tim Burton ?","0","0","0","0","0","0","0"
"Who has fought in wars under commander Arthur St Clair ?","1","0","0","0","0","0","0"
"Who is the owner of the bank which owns Bloomberg Radio ?","1","0","0","0","0","0","0"
"To which political party does the successor of Radhabinod Koijam belong ?","0","0","0","0","0","0","0"
"Which video game composed by Hirokazu Tanaka can be played on virtual Console ?","0","0","0","0","0","0","1"
"Who is the architect of Red House, London ?","1","0","0","0","0","0","0"
"Which relative of George Madison is the appointer of John Drayton ?","0","0","0","0","0","0","1"
"Who is the owner of Bloomberg L.P. ?","1","0","0","0","0","0","0"
"What is the home stadium of the soccer club seasons whose chairman is Merritt Paulson ?","0","0","0","1","0","0","0"
"What is the government type of Kumta ?","0","0","0","1","0","0","0"
"Name the driver who was at pole in 1997 Canadian Grand Prix and also 1994 Spanish Grand Prix ?","0","0","0","0","0","0","0"
"List the people casted in Betsy's Wedding and 16 candles ?","0","0","0","0","0","0","0"
"What currencies are used in the country whose capital is Podgorica ?","0","0","0","1","0","0","0"
"Georg Meissner was doctoral supervisor of which scientist ?","0","0","0","0","0","0","0"
"Which companies were behind the renovation of McKechnie Field ?","0","0","0","0","0","0","1"
"Name the rivers in the hudson highlands state parts ?","0","0","0","0","0","0","0"
"Why did Letita McTavish Hargrave and Sextus Barbour die ?","0","0","0","0","0","0","0"
"What are some tv shows created by Simon Fuller ?","0","0","0","1","0","0","0"
"Where was the engineer born who manufactured EP R.E.P. 1 ?","0","0","0","0","0","1","0"
"Who made the engine whose predecessor is the SHO V6 ?","1","0","0","0","0","0","0"
"Whose children are married to Fredric Joliot-Curie ?","0","0","0","0","0","0","0"
"What is the base currency of the Benelux and is also used as money in Kerguelen Islands ?","0","0","0","1","0","0","0"
"Which appointer of the Joseph Clay (Georgia) is also the  President of the William Carmichael (diplomat) ?","0","0","0","0","0","0","1"
"What is the mascot of Celal Bayar University ?","0","0","0","1","0","0","0"
"List all the mmebers of  Mekong River Commission ?","0","0","0","0","0","0","0"
"What is the location country of the bank whose successor is Mauritius Bank ?","0","0","0","1","0","0","0"
"which astronaut's mission was Apollo 11 ?","0","0","0","0","0","0","0"
"List the bacterias whose division is Firmicutes and domain is bacteria ?","0","0","0","0","0","0","0"
"Name the basketball player who played for Phoenix Suns and Los Angeles Clippers was his draft team ?","0","0","0","0","0","0","0"
"What is the birth place of the successor of Ella T. Grasso ?","0","0","0","1","0","0","0"
"What is the television show whose executive producer is Steven Peterman ?","0","0","0","1","0","0","0"
"What region was Gloria Schaffer born in, which also contains Newington ?","0","0","0","1","0","0","0"
"Who is married to Gerard Piqu ?","1","0","0","0","0","0","0"
"Which artist was taught by Jos Ruiz y Blasco ?","0","0","0","0","0","0","1"
"Name the TV shows with network as NBC and company as Paramount Television ?","0","0","0","0","0","0","0"
"Who has composed songs produced by Terry Melcher ?","1","0","0","0","0","0","0"
"List down the cinematographers of Mickey's Mellerdrammer ?","0","0","0","0","0","0","0"
"Which country's people have graduated from Ghana School of Law ?","0","0","0","0","0","0","1"
"Where is  Dofinivka Estuary  located ?","0","0","0","0","0","1","0"
"Where was the deadbody discovered of one of the alumni of General Educational Development ?","0","0","0","0","0","1","0"
"Give me a list of computers whose CPU is in the US. ?","0","0","0","0","0","0","0"
"Which school teams are there in schools of Arlington Heights, Illinois ?","0","0","0","0","0","0","1"
"List the academic discipline of the journals whose publisher is SAGE Publications. ?","0","0","0","0","0","0","0"
"Who is the producer of  Frampton's Camel ?","1","0","0","0","0","0","0"
"Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator ?","0","0","0","0","0","0","0"
"Name the nearest city to the historic place which has Englewood, Colorado as one of them ?","0","0","0","0","0","0","0"
"Which movies have someone on their cast from Shelby County in Tennessee ?","0","0","0","0","0","0","1"
"In which countries are there banks which came after the National Commercial Bank of Mauritius ?","0","0","1","0","0","0","0"
"What is the birthplace of the office holder who is the predecessor of Brian Peddle ?","0","0","0","1","0","0","0"
"What is the hometown of John Speraw ?","0","0","0","1","0","0","0"
"What is the mascot of the rival school of Sullivan Central High ?","0","0","0","1","0","0","0"
"Which Paramount TV show was produced by Glen and Les Charles ?","0","0","0","0","0","0","1"
"List all the locations of the companies whose are also located in Rancho Cucamonga, California ?","0","0","0","0","0","0","0"
"Where was Al-Muzaffar Umar buried ?","0","0","0","0","0","1","0"
"Which countries came together to serve a greater purpose and founded South Asia Subregional Economic Cooperation ?","0","0","0","0","0","0","1"
"Which owner of Drop.io made Sean Parker famous ?","0","0","0","0","0","0","1"
"Who is the producer of album which has the song Money ?","1","0","0","0","0","0","0"
"Jimmie Fisher and Winston Bryant were governors under which president ?","0","0","0","0","0","0","0"
"Which college of the Luke List (golfer) is the alma mater of the Park Trammell ?","0","0","0","0","0","0","1"
"To which country does Peter Blay owe his allegiance ?","0","0","0","0","0","0","0"
"Give me the list of cars which are the predecessor of Full Sized Cars ?","0","0","0","0","0","0","0"
"Who was on the first team in the GPs that were held at Watkins Glen, NY ?","1","0","0","0","0","0","0"
"What religion did the spouse of Richie Aprile follow ?","0","0","0","1","0","0","0"
"Who is the producer of the album, after which A Nice pair was released ?","1","0","0","0","0","0","0"
"Who developed games based on the Cars series ?","1","0","0","0","0","0","0"
"What are the television shows whose distributer is HBO ?","0","0","0","1","0","0","0"
"What is the common region of the braod cast area of ITV and nationality of Ajahn Thate ?","0","0","0","1","0","0","0"
"What work has been directed by Orson Welles and distributed by  RKO Pictures ?","0","0","0","1","0","0","0"
"Which nearest city of LoDaisKa Site is also the location of Oskar Blues Brewery ?","0","0","0","0","0","0","1"
"What city is the place of birth of Alexander Morozevich which is also the official residence of Dmitri Nossov ?","0","0","0","1","0","0","0"
"Which team's players have played in the national hockey league ?","0","0","0","0","0","0","1"
"Trevor Peacock has narrated in which movie ?","0","0","0","0","0","0","0"
"Which gadgets are made by companies of New Taipei City ?","0","0","0","0","0","0","1"
"Who is the owner of Ford Motor Credit comapny which is also the builder of FORD SHO V8 engine ?","1","0","0","0","0","0","0"
"What are the films whose atleast one cast member died due to Colorectal cancer ?","0","0","0","1","0","0","0"
"What is the draft team of the ice hockey players whose position is Centre ?","0","0","0","1","0","0","0"
"Which cport of Vishwajyot High School is also the genere of Battle chess ?","0","0","0","0","0","0","1"
"What does the bridge go over, which is in Katima Mulilo ?","0","0","0","1","0","0","0"
"NAme the emplyer for whihc Manu cornet has worked and also written in Google Web Toolkit ?","0","0","0","0","0","0","0"
"Who is the chancellor of Falmouth University ?","1","0","0","0","0","0","0"
"Which sitcom is broadcasted by FOX and presented by Brian Dunkleman ?","0","0","0","0","0","0","1"
"Mota Engil built bridges over which rivers ?","0","0","0","0","0","0","0"
"Which university provides license for WRVU ?","0","0","0","0","0","0","1"
"Which distributer of Glover (video game) is also the  publisher of the Super Mario Adventures ?","0","0","0","0","0","0","1"
"What is the alma mater of the scientists  known for  String theory ?","0","0","0","1","0","0","0"
"Whose deputy was Franz von Papen ?","0","0","0","0","0","0","0"
"After the death of which political figure, did the Coalition Provisional Authority came into power ?","0","0","0","0","0","0","0"
"Who were the opponents of the people buried in the tower of London ?","1","0","0","0","0","0","0"
"Who is the stockholder of Paphos International Airport ?","1","0","0","0","0","0","0"
"For which country did Alexander Lippisch design airplanes ?","0","0","0","0","0","0","0"
"Who is the Pole driver of 1997 Canadian Grand Prix ?","1","0","0","0","0","0","0"
"Who composed the lyrics of Holler If Ya Hear Me ?","1","0","0","0","0","0","0"
"What are the things whose director of photography died in United States ?","0","0","0","1","0","0","0"
"Whose predecessor had Jenny Macklin as a deputy ?","0","0","0","0","0","0","0"
"Name  the Pole driver of 1994 Spanish Grand Prix ?","0","0","0","0","0","0","0"
"Who was the First Driver of 1999 San Marino Grand Prix ?","1","0","0","0","0","0","0"
"Who battled under commander Egushawa in a conflict ?","1","0","0","0","0","0","0"
"In which country is Bocas del toro a capital of some region ?","0","0","1","0","0","0","0"
"What products are made by Tehran based companies ?","0","0","0","1","0","0","0"
"Which pole driver of 1989 Portuguese Grand Prix was also the first driver of 1993 European Grand Prix ?","0","0","0","0","0","0","1"
"Name the actors of the TV show which has an episode named The Five ?","0","0","0","0","0","0","0"
"What are the former team of the american football players who played at gridiron football position ?","0","0","0","1","0","0","0"
"What is the birth name  of Putri Raemawasti ?","0","0","0","1","0","0","0"
"What are all the countires where food related to tuna salad is consumed ?","0","0","0","1","0","0","0"
"What is the citizenship of Ren Romano ?","0","0","0","1","0","0","0"
"Name all the broadcast area of the TV stations which has Rodrigues as one of the broadcast area ?","0","0","0","0","0","0","0"
"Which fictional character sculpted by Josh Friedmann was portrayed in Terminator 3 ?","0","0","0","0","0","0","1"
"Name the states which have been billed by the wrestlers who has also billed Georgia ?","0","0","0","0","0","0","0"
"List the awards won by the cinematographer of Mickey's Mellerdrammer ?","0","0","0","0","0","0","0"
"Where is the garrison of Western Naval Command ?","0","0","0","0","0","1","0"
"List the film starring of the movies whose editor is Harvey  Rosenstock ?","0","0","0","0","0","0","0"
"Who employed the person famous for the Boeing fa18ef Super Hornet ?","1","0","0","0","0","0","0"
"Which are the cities on the river which also flows in Tukwila, Washington ?","0","0","0","0","0","0","1"
"In which state does the university which is the alma mater of Mateusz Morawiecki lie ?","0","0","1","0","0","0","0"
"What is the birth place of the astronaut whose mission was the Vostok programmer ?","0","0","0","1","0","0","0"
"What is the alma mater of Fikret Orman ?","0","0","0","1","0","0","0"
"Who is the meaning of Isa ?","1","0","0","0","0","0","0"
"List the architect of the buildings whose one of the  architect is Philip Webb ?","0","0","0","0","0","0","0"
"Which licensee of EXXV-TV is also the licensee of WXXV-DT2 ?","0","0","0","0","0","0","1"
"List the ideologies of the party of Boonchu Rojanastien ?","0","0","0","0","0","0","0"
"Which planet was first discovered by Johann Gottfried Galle ?","0","0","0","0","0","0","1"
"List everyone who got their training in the city of California ?","0","0","0","0","0","0","0"
"Name the TV show with Simon Fuller as artist and Fox as the channel ?","0","0","0","0","0","0","0"
"Which currency of Republic of Montenegro is also the currency of the French Southern and Antarctic Lands ?","0","0","0","0","0","0","1"
"What city gave birth to Mishal Raheja and also houses New India Assurance ?","0","0","0","1","0","0","0"
"What is the producer of the television shows whose channel is CBBC ?","0","0","0","1","0","0","0"
"Whihc uni did Joshua A. Siegel attend ?","0","0","0","0","0","0","0"
"Who is the artist of the album which has the song I Can't Change the World ?","1","0","0","0","0","0","0"
"What is the successor of PlayStation 4 ?","0","0","0","1","0","0","0"
"To which series does Lost special belong to ?","0","0","0","0","0","0","0"
"List the awards won by the film director of Chicken Run ?","0","0","0","0","0","0","0"
"Who used to skate with the pupils of Laureano Ibarra ?","1","0","0","0","0","0","0"
"What state has a Brideun School for Exception Children and is the birthplace  of B J Crombeen ?","0","0","0","1","0","0","0"
"Where did Louis chevrolet die ?","0","0","0","0","0","1","0"
"who married crystal harris ?","0","0","0","0","0","0","0"
"What have been made in the state whose capital is Boston ?","0","0","0","1","0","0","0"
"What is the information appliance whose successor is PlayStation 4 and maker is Foxconn ?","0","0","0","1","0","0","0"
"What religion does roshan ranasinghe and nhiek tioulong follow ?","0","0","0","1","0","0","0"
"What is the place where the mayor's wife is Jean-Marc Germain ?","0","0","0","1","0","0","0"
"Name the software whose operating system is Mac OS and programming language is C++ ?","0","0","0","0","0","0","0"
"In which state is the alma matter of Jan Paulsen located ?","0","0","1","0","0","0","0"
"Name some islands in a pacific archipelago ?","0","0","0","0","0","0","0"
"What is the alma mater of the senator who is the successor of Warren Magnuson ?","0","0","0","1","0","0","0"
"What is the mascot of Blytheville High School ?","0","0","0","1","0","0","0"
"What is the content licence of MSX BASIC ?","0","0","0","1","0","0","0"
"Into which water bodies does Lake Uniamsi outflow ?","0","0","0","0","0","0","0"
"Name the console whose successor is PlayStation 4 and predecessor is PlayStation 2 ?","0","0","0","0","0","0","0"
"British people have edited which movies ?","0","0","0","0","0","0","0"
"Where did chancellor served by Rudolf Kirchschlger die ?","0","0","0","0","0","1","0"
"What is the region of Kim Sawchuk ?","0","0","0","1","0","0","0"
"Which colored race horses have won the Grand National ?","0","0","0","0","0","0","1"
"What is the purpose of New Zealand Chess Federation ?","0","0","0","1","0","0","0"
"What are the movies whose director of photography is Jordan Cronenweth ?","0","0","0","1","0","0","0"
"Name some sports played in institutions of Maharashtra ?","0","0","0","0","0","0","0"
"Who created the stadiums who have been rented by the Boston Red Sox ?","1","0","0","0","0","0","0"
"Horses sired by Karinga Bay have participated in which races ?","0","0","0","0","0","0","0"
"What is the radio show created by Timoteo Jeffries, about ?","0","0","0","1","0","0","0"
"Which European Broadcasting Union's TV show has opening theme as Te Deum ?","0","0","0","0","0","0","1"
"Who is the president of Carl Stokes nad Wyche Fowler ?","1","0","0","0","0","0","0"
"Name the famous employee of open society foundations ?","0","0","0","0","0","0","0"
"What is the affiliation of Lumbini Bauddha University ?","0","0","0","1","0","0","0"
"Name the scientist whose doctoral supervisor's doctoral student is John Bowlby ?","0","0","0","0","0","0","0"
"What are some cartoons distributed by a subsidiary of Time Warner ?","0","0","0","1","0","0","0"
"What are the television shows whose company is European Broadcasting Union ?","0","0","0","1","0","0","0"
"Which info. appliance is manufactured by Asus and is the predecessor of PS 2 ?","0","0","0","0","0","0","1"
"Where do employees of Deroit Red Wings live ?","0","0","0","0","0","1","0"
"Who is the distributer of Rev ?","1","0","0","0","0","0","0"
"List all that flows into the north sea ?","0","0","0","0","0","0","0"
"Where did the genres originate which can found in The Mudbloods ?","0","0","0","0","0","1","0"
"What are the musicals based on, whose lyricist was Shelon Harnick ?","0","0","0","1","0","0","0"
"Which animator of Tommy Ticker's Tooth is also the director of The Haunted house ?","0","0","0","0","0","0","1"
"Who is relative of the people died in Bergen-Belsen concentration camp ?","1","0","0","0","0","0","0"
"From which country did the Mauritius bank and the national commerce bank emerge ?","0","0","0","0","0","0","0"
"List all the artist of albums which have been produced by Stephen Kozmeniuk ?","0","0","0","0","0","0","0"
"What is the purpose of Maharashtra Chess Association ?","0","0","0","1","0","0","0"
"What is the address of Federal Reserve Bank Building ?","0","0","0","1","0","0","0"
"Where did the scientist study whose doctoral thesis was supervised by Leonard Lerman ?","0","0","0","0","0","1","0"
"Louis Dunbar is the coach of which basketball team ?","0","0","0","0","0","0","0"
"Which river flows through Hudson Highlands State park and also through Troy, New york ?","0","0","0","0","0","0","1"
"Which university attended by Franklin W. Olin was also the alma mater of Patty Lin ?","0","0","0","0","0","0","1"
"Name the movies distributed by Cinema International Corporation and edited by Hulian Doyle ?","0","0","0","0","0","0","0"
"Where did the relatives of Gustavo Rojas Pinilla study ?","0","0","0","0","0","1","0"
"Who is the author of Heroman is also the author of Karakuri Dji Ultimo ?","1","0","0","0","0","0","0"
"Name the television show which was developed by Brian Graden and distributed by Comedy Central ?","0","0","0","0","0","0","0"
"What are some TV shows similar to the one produced by Susie Liggat ?","0","0","0","1","0","0","0"
"Where does the river end which starts in Mazabuka ?","0","0","0","0","0","1","0"
"List the settlements area whose province is Metropolitan City of Venice ?","0","0","0","0","0","0","0"
"Which television show's company is Paramount Television and is located in Boston ?","0","0","0","0","0","0","1"
"Name the presenter of Shirley Temple's Storybook ?","0","0","0","0","0","0","0"
"Where was the trainer of Java Gold born ?","0","0","0","0","0","1","0"
"Race horses whose grandsire is Wild  Risk have taken part in which races ?","0","0","0","0","0","0","0"
"Which driver came first in the 1993 European Grand Prix ?","0","0","0","0","0","0","1"
"Where was James McClure born ?","0","0","0","0","0","1","0"
"The official residence of Sukhumbhand paribatra ?","0","0","0","0","0","0","0"
"Name the death location of Judson Huss ?","0","0","0","0","0","0","0"
"Give me all the alma mater of the relatives of Samuek Moreno Rojas ?","0","0","0","0","0","0","0"
"Where does Truman McGill Hobbs, United States District Judge live ?","0","0","0","0","0","1","0"
"Who discovered Europa and Callisto ?","1","0","0","0","0","0","0"
"What is the casting of the movie directed by Justin Zackham ?","0","0","0","1","0","0","0"
"What are the party of the politicians whose deputy was Chaudhary Devi Lal ?","0","0","0","1","0","0","0"
"Name the street address of Rhodes-Haverty Building ?","0","0","0","0","0","0","0"
"Which race is the  Best Mate is also the race of the Martin Molony ?","0","0","0","0","0","0","1"
"What is the college of Malik Ausean which is also the college of Kyle Fuller ?","0","0","0","1","0","0","0"
"Who designed the stadiums which have been rented by Oakland athletics ?","1","0","0","0","0","0","0"
"What units are garrisoned in the Pentagon ?","0","0","0","1","0","0","0"
"What is the draft team of Antoine Bibeau ?","0","0","0","1","0","0","0"
"What are some devices whose manufacturers are in taiwan ?","0","0","0","1","0","0","0"
"Name the basketball players drafted by Los Angeles Clippers ?","0","0","0","0","0","0","0"
"Who is the artist of Time Radio hour ?","1","0","0","0","0","0","0"
"Who appointed the successor of Thomas Bee ?","1","0","0","0","0","0","0"
"List the people residing in Wilton, Connecticut ?","0","0","0","0","0","0","0"
"Which animator of Tommy Tucker's Tooth is also the film director of Alice's Wonderland ?","0","0","0","0","0","0","1"
"Which currency is used by the record label of the Way to Your Heart ?","0","0","0","0","0","0","1"
"Where is the tombstone of the successor of Edward Wolcott ?","0","0","0","0","0","1","0"
"The fugitive Kind and the Notebook of Trigorin is written by what author ?","0","0","0","0","0","0","0"
"What are the television shows whose company is owned by Viacom ?","0","0","0","1","0","0","0"
"Who is the operator of AT&T Park ?","1","0","0","0","0","0","0"
"To which students did Ernest Rutherford advised to ?","0","0","0","0","0","0","0"
"Who all are starring in the  movies where director of photography is John Derek ?","1","0","0","0","0","0","0"
"List the websites which the authors of Tornado own ?","0","0","0","0","0","0","0"
