Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
Which band had members who are now in The Bleeding Heart Band,band,members,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/ontology/formerBandMember,1,1,associatedBand,formerBandMember
Rivers which end in Arkansas go through which cities,cities,in,http://dbpedia.org/ontology/mouthMountain,http://dbpedia.org/ontology/city,1,1,mouthMountain,city
Name the party of Indira Gandhi,party,,http://dbpedia.org/ontology/party,,1,0,party,
What are the regions in which the distributor of Secrets and Lies serves,distributor,regions,http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/regionServed,1,1,distributor,regionServed
Who owns the websites for which Jimmy wales writes,writes,owns,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/owner,1,1,author,owner
How many other school are there of the rugby players whose school is Michaelhouse,school,school,http://dbpedia.org/ontology/school,http://dbpedia.org/property/school,1,1,school,school
How many people have been the first one to scale a peak in the Yosemite Park,in,first,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/firstAscentPerson,1,1,locatedInArea,firstAscentPerson
How many buildings are located in Toronto,located,,http://dbpedia.org/property/location,,1,0,location,
Name the military conflict whose commander was Colin Powell and took place in israel,commander,place,http://dbpedia.org/ontology/commander,http://dbpedia.org/ontology/place,1,1,commander,place
Which company was the designer of South African class 11e and RENFE class 333,designer,designer,http://dbpedia.org/ontology/designer,http://dbpedia.org/ontology/designer,1,1,designer,designer
What is the scientist whose doctoral students are Erich Bagge and erban ieica,doctoral student,doctoral student,http://dbpedia.org/ontology/doctoralStudent,http://dbpedia.org/ontology/doctoralStudent,2,2,doctoralStudent,doctoralStudent
How many have family as Ape and order (taxonomy) is Primate,family,order (taxonomy),http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/order,1,2,family,order
Count the total awards won by the writer who has won Goethe Prize,awards,awards,http://dbpedia.org/property/awards,http://dbpedia.org/property/awards,1,1,awards,awards
Games on amiga are typically of what kind,games,kind,http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/property/genre,1,1,computingPlatform,genre
Muhammad Yunus has won how many awards,awards,,http://dbpedia.org/ontology/award,,1,0,award,
What are some languages in the italic family of languages,family,,http://dbpedia.org/ontology/languageFamily,,1,0,languageFamily,
How many people hold important positions alongwith Donna Shalala,important positions,people,http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/property/keyPeople,2,1,keyPerson,keyPeople
Which currency can I use both in Kerguelen islands and French southern and antarctic lands,currency,currency,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/currency,1,1,currency,currency
Who is the father of Edith Vonnegut and is also a writer,father,,http://dbpedia.org/ontology/child,,1,0,child,
List all the movies whose music has been made up with someone under RCA records,records,music,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/property/music,1,1,recordLabel,music
Is Brazilian jiu-jitsu the trainer of Nick Diaz,trainer,,http://dbpedia.org/ontology/trainer,,1,0,trainer,
What is the total number of other combatant of the military conflicts whose combatant is Choctaw,combatant,combatant,http://dbpedia.org/property/combatant,http://dbpedia.org/property/combatant,1,1,combatant,combatant
What movies have been produced by the production house owned by Larry J. Franco,produced,,http://dbpedia.org/ontology/producer,,1,0,producer,
Count all those who previously played for a team which ownes Varsity Stadium,ownes,team for,http://dbpedia.org/property/field,http://dbpedia.org/ontology/formerTeam,1,2,field,formerTeam
Is NY Rangers a prospective team for Robin Kovacs,team,,http://dbpedia.org/ontology/prospectTeam,,1,0,prospectTeam,
Which home town of PAvel Moroz is the death location of the Yakov Estrin,home town,death location,http://dbpedia.org/property/hometown,http://dbpedia.org/ontology/deathPlace,2,2,hometown,deathPlace
Which person designed the cars which has been designed by ASC Creative Services,designed by,designed,http://dbpedia.org/ontology/designCompany,http://dbpedia.org/property/designer,2,1,designCompany,designer
"What is the hometown of Nader Guirat, where Josef Johansson was born too",born,hometown,http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/hometown,1,1,birthPlace,hometown
What is the common genere of Abhijit Kunte and Kasparov,@@@,genere,http://dbpedia.org/property/knownFor,http://dbpedia.org/ontology/genre,1,1,knownFor,genre
What are the type of Greenup County High School,type,,http://dbpedia.org/property/type,,1,0,type,
Which labels signs up progressive rock bands,signs,labels,http://dbpedia.org/property/genre,http://dbpedia.org/ontology/recordLabel,1,1,genre,recordLabel
Which magazine's editor is married to Crystal Harris,married,editor,http://dbpedia.org/property/spouse,http://dbpedia.org/property/editor,1,1,spouse,editor
Which shareholder of Dagenham wind turbines is also the parent company of the Ford Falcon Cobra,company parent,shareholder,http://dbpedia.org/ontology/parentCompany,http://dbpedia.org/property/owner,2,1,parentCompany,owner
Which planet was discovered by Johann Gottfried and Urbain Le Verrier,discovered by,,http://dbpedia.org/property/discoverer,,2,0,discoverer,
where did the office holder died  who is successor to Elmer Burkett,successor,died,http://dbpedia.org/property/successor,http://dbpedia.org/property/deathPlace,1,1,successor,deathPlace
Name the island with archipelago as Society Islands and has the largest city named Faaa,largest city,archipelago,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/property/archipelago,2,1,largestCity,archipelago
Who started at the pole position in both 1997 canadian grand prix and the 94 spanish one,pole position,,http://dbpedia.org/property/poleDriver,,2,0,poleDriver,
Who appointed the governor under whom Richard Winn served,governor,appointed,http://dbpedia.org/ontology/governor,http://dbpedia.org/property/appointer,1,1,governor,appointer
Which tenants of the Master Card center is also th draft team of Sam Carrick,tenants,draft team,http://dbpedia.org/property/tenants,http://dbpedia.org/property/draftTeam,1,2,tenants,draftTeam
Who produced the TV shows for Fremantle Media,Who,produced,http://dbpedia.org/property/company,http://dbpedia.org/ontology/producer,1,1,company,producer
What is the nationality of Newin Chidchob,nationality,,http://dbpedia.org/property/nationality,,1,0,nationality,
Who appointed the governor under which Robert Witherspoon worked,governor,appointed,http://dbpedia.org/ontology/governor,http://dbpedia.org/property/appointer,1,1,governor,appointer
"List the base currency of the country whose anthem is Oj, svijetla majska zoro.",anthem,currency,http://dbpedia.org/ontology/anthem,http://dbpedia.org/property/currency,1,1,anthem,currency
list  the producer of the movies in which Rosemarie DeWitt in the star cast,star,producer,http://dbpedia.org/property/starring,http://dbpedia.org/property/producer,1,1,starring,producer
What is the city whose mayor is Giorgos Kaminis,mayor,,http://dbpedia.org/property/mayor,,1,0,mayor,
What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor,acted,associated,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/associatedMusicalArtist,1,1,starring,associatedMusicalArtist
Which royal person married the successor of Darius I,successor,married,http://dbpedia.org/property/predecessor,http://dbpedia.org/property/spouse,1,1,predecessor,spouse
What is the district of Fort Heath radar station,district,,http://dbpedia.org/property/district,,1,0,district,
Name some shows whose company is owned by the CBS Corporation,owned,company,http://dbpedia.org/ontology/owner,http://dbpedia.org/property/company,1,1,owner,company
Who holds stock in the railway lines ending in Washington DC,ending,holds stock,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/property/owner,1,2,routeEnd,owner
Where was the narrator of Spain on the Road Again born,narrator,born,http://dbpedia.org/ontology/narrator,http://dbpedia.org/property/birthPlace,1,1,narrator,birthPlace
Name the TV show whose composer is Judy Hart Angelo and company as Paramount Television,composer,company,http://dbpedia.org/ontology/composer,http://dbpedia.org/property/company,1,1,composer,company
Where does the successor of Thongsuk Samdaengpan reside,successor,Where,http://dbpedia.org/property/successor,http://dbpedia.org/ontology/location,1,1,successor,location
Name the sports played by PATTS College of Aeronautics,sports,,http://dbpedia.org/property/athletics,,1,0,athletics,
In which teams have league members of the Czech Extraliga played previously,league,teams,http://dbpedia.org/property/league,http://dbpedia.org/ontology/formerTeam,1,1,league,formerTeam
Who is the office holder with deputies as Neil Brown and Andrew Peacock,deputies,deputies,http://dbpedia.org/property/deputy,http://dbpedia.org/property/deputy,1,1,deputy,deputy
Which executive producer of Into the Dalek also produced Wizards vs Aliens,executive producer,producer,http://dbpedia.org/property/executiveProducer,http://dbpedia.org/ontology/producer,2,1,executiveProducer,producer
Who appointed the successor of Charles Pinckney,successor,appointed,http://dbpedia.org/ontology/successor,http://dbpedia.org/property/appointer,1,1,successor,appointer
What is the name of the movie whose director of photography was Jordan Cronenweth and music composer was Vangelis,photography,music composer,http://dbpedia.org/property/cinematography,http://dbpedia.org/ontology/musicComposer,1,2,cinematography,musicComposer
Where did Goran Cengic die,die,,http://dbpedia.org/property/deathPlace,,1,0,deathPlace,
Who all have rented the stadium whose architect is Populous,architect,rented,http://dbpedia.org/property/architect,http://dbpedia.org/ontology/tenant,1,1,architect,tenant
Which body governs over the place made by the chumash people,made by,governs,http://dbpedia.org/property/architect,http://dbpedia.org/ontology/governingBody,2,1,architect,governingBody
Which hometown of pavel Moroz is also the palace of birthplace of Helena of Moscow,hometown,birthplace,http://dbpedia.org/property/hometown,http://dbpedia.org/ontology/birthPlace,1,1,hometown,birthPlace
Which Fox  show is presented by Ryan Seacrest,presented,show,http://dbpedia.org/ontology/presenter,http://dbpedia.org/property/channel,1,1,presenter,channel
What is the alma mater of the actors of The God Who Wasn't There,actor,alma mater,http://dbpedia.org/property/starring,http://dbpedia.org/property/almaMater,1,2,starring,almaMater
What sporting goods companies are located in Herzogenaurach,located,,http://dbpedia.org/property/location,,1,0,location,
What genre of games are made by Blizzard Entertainment studios,made,genre,http://dbpedia.org/ontology/developer,http://dbpedia.org/property/genre,1,1,developer,genre
Which predecessor of Alexander Downer was deputy to Neil Brown,predecessor,deputy,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/property/deputy,1,1,predecessor,deputy
Which sports are played in the alma mater of Amitava Datta,alma mater,sport,http://dbpedia.org/property/almaMater,http://dbpedia.org/ontology/sport,2,1,almaMater,sport
Under which archipelago does Canary Islands fall,archipelago,,http://dbpedia.org/property/archipelago,,1,0,archipelago,
What is the craft of the Ralph Flanders which is also the profession of  Claiborne Pell,profession,profession,http://dbpedia.org/property/occupation,http://dbpedia.org/ontology/profession,1,1,occupation,profession
Where do the CNN employees typically graduate from,employees,graduate,http://dbpedia.org/property/employer,http://dbpedia.org/ontology/almaMater,1,1,employer,almaMater
What is the affiliation of tani University,affiliation,,http://dbpedia.org/property/affiliation,,1,0,affiliation,
Who was the architect of the stadium currently run by the Pittsburgh Pirates,run by,architect,http://dbpedia.org/property/operator,http://dbpedia.org/property/architect,2,1,operator,architect
What race of Linda Hogan is the state of origin of the Holmes Colbert,race,state of origin,http://dbpedia.org/property/ethnicity,http://dbpedia.org/ontology/stateOfOrigin,1,3,ethnicity,stateOfOrigin
What is the name of the artist which worked on the subsequent work of Ella Loves Cole,subsequent work,artist,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/property/artist,2,1,subsequentWork,artist
What are the television shows whose network is Prime Time Entertainment Network,network,,http://dbpedia.org/property/network,,1,0,network,
What is the place of birth of the stars of Auto Shankar,stars,place birth,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/birthPlace,1,2,starring,birthPlace
Who is the writer of the singles whose producer is Peter-John Vettese,producer,writer,http://dbpedia.org/property/producer,http://dbpedia.org/ontology/writer,1,1,producer,writer
What is the common race of the Martin Molony and race of the Coneygree,race,race,http://dbpedia.org/ontology/race,http://dbpedia.org/property/race,1,1,race,race
Name the movies distributed by RKO Pictures and has music composer as Bernard Herrmann,distributed by,music composer,http://dbpedia.org/property/distributor,http://dbpedia.org/ontology/musicComposer,2,2,distributor,musicComposer
Give me some series related to the one which had Yasmin Paige in them.,in,related,http://dbpedia.org/property/starring,http://dbpedia.org/ontology/related,1,1,starring,related
Who is the artist of Sings Kristofferson and also performed Milk Cow Blues atleast once,artist,artist,http://dbpedia.org/property/artist,http://dbpedia.org/ontology/artist,1,1,artist,artist
What is the television show whose producer is Stephen E. Ambrose,producer,,http://dbpedia.org/property/producer,,1,0,producer,
Which TV show's  opening theme is The Best of Both Worlds (song) and executive producer is Steven Peterman,opening theme,executive producer,http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/property/executiveProducer,2,2,openingTheme,executiveProducer
What is the religion of the person who is in the cast of Master's Sun>,in,religion,http://dbpedia.org/ontology/starring,http://dbpedia.org/property/religion,1,1,starring,religion
List the people who were born in Gelnhausen and graduated from Pepperdine University,born in,graduated from,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/property/education,2,2,birthPlace,education
Which TV shows distributor is Broadcast syndication and developed by Brian Graden,developed by,distributor,http://dbpedia.org/property/developer,http://dbpedia.org/ontology/distributor,2,1,developer,distributor
Which university was attended by both Richard H Immerman and Franklin W Olin,attended,attended,http://dbpedia.org/property/education,http://dbpedia.org/property/education,1,1,education,education
Name someone known for a project involved in the Occupation of Japan,project,known for,http://dbpedia.org/ontology/battle,http://dbpedia.org/property/knownFor,1,2,battle,knownFor
What is the awards given to the horse whose grandson is the famous Counterpoint,grandson,awards,http://dbpedia.org/property/grandsire,http://dbpedia.org/ontology/honours,1,1,grandsire,honours
what kind of games can I find for PC 9800,PC,kind,http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/property/genre,1,1,computingPlatform,genre
List the director of The Adventures of mimi,director,,http://dbpedia.org/property/director,,1,0,director,
Name the movie whose director is Ridley Scott and it's music composer is Vangelis,director,music composer,http://dbpedia.org/property/director,http://dbpedia.org/ontology/musicComposer,1,2,director,musicComposer
List the home stadiums of the teams in the Russian Premier League,League,home stadium,http://dbpedia.org/property/league,http://dbpedia.org/ontology/homeStadium,1,2,league,homeStadium
In which country is there a dam on the Awash river,river,country,http://dbpedia.org/ontology/river,http://dbpedia.org/property/country,1,1,river,country
Which astronauts went on the Gemini 8 mission,mission,,http://dbpedia.org/property/mission,,1,0,mission,
List the television shows whose Composers are associated with Strontium 90,associated,Composer,http://dbpedia.org/ontology/associatedBand,http://dbpedia.org/property/composer,1,1,associatedBand,composer
Who is the owner of the bank where Thomas Secunda works,work,owner,http://dbpedia.org/ontology/occupation,http://dbpedia.org/property/owner,1,1,occupation,owner
Which fields are covered by academic journals in the US,in,fields,http://dbpedia.org/property/country,http://dbpedia.org/property/discipline,1,1,country,discipline
"Where do the people, famous for the Panathinaikos FC reside",famous,reside,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/property/residence,1,1,knownFor,residence
What is the death place of the Elbieta Czartoryska which is also place of birth of the Charles Journet,death place,place,http://dbpedia.org/property/deathPlace,http://dbpedia.org/ontology/birthPlace,2,1,deathPlace,birthPlace
What is the university attended by the baseball player who's known for Olin Corporation,known for,university attended,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/property/education,2,2,knownFor,education
what region is governed by Mario Olivero,governed,,http://dbpedia.org/property/leader,,1,0,leader,
What is the Team Name  of St. Viator High School,Team Name,,http://dbpedia.org/property/teamName,,2,0,teamName,
Name the members of youth clubs which have Camp Nou as their homeground.,ground,youth clubs,http://dbpedia.org/property/ground,http://dbpedia.org/property/youthclubs,1,2,ground,youthclubs
Who gives the license of WXXV-DT2,license,,http://dbpedia.org/property/licensee,,1,0,licensee,
Name the software which has been developed by John Fanning,developed by,,http://dbpedia.org/property/developer,,2,0,developer,
"Whichi  burial place of the Henri, Duke of Rohan is also the birth place of Michel Frutschi",burial place,birth place,http://dbpedia.org/ontology/placeOfBurial,http://dbpedia.org/property/birthPlace,2,2,placeOfBurial,birthPlace
Who is the former partner of the pupil of Dalilah Sappenfield,pupil,former partner,http://dbpedia.org/property/coach,http://dbpedia.org/ontology/formerPartner,1,2,coach,formerPartner
What writers have nationality as Statelessness,nationality,,http://dbpedia.org/property/nationality,,1,0,nationality,
What company developed Mac OS 9 and also brought Tiny Tower to the market,developed,market,http://dbpedia.org/ontology/developer,http://dbpedia.org/property/distributor,1,1,developer,distributor
Which currency is primarily used by the company which is the distributing label of VDE-Gallo Records,distributing label,currency,http://dbpedia.org/ontology/distributingLabel,http://dbpedia.org/property/currency,2,1,distributingLabel,currency
Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen,content license,profession,http://dbpedia.org/property/license,http://dbpedia.org/ontology/occupation,2,1,license,occupation
What is the POD of the successor of Pmare I,successor,POD,http://dbpedia.org/property/successor,http://dbpedia.org/ontology/deathPlace,1,1,successor,deathPlace
Which college of Luke List (golfer) is the alma mater of K. Terry Dornbush,college,alma mater,http://dbpedia.org/property/college,http://dbpedia.org/property/almaMater,1,2,college,almaMater
"Which parties have their members live in the PM House, Colombo",live in,members,http://dbpedia.org/property/residence,http://dbpedia.org/ontology/leader,2,1,residence,leader
Which president was served by someone whose lieutenant is Lewis Stuyvesant Chanler,lieutenant,president,http://dbpedia.org/property/lieutenant,http://dbpedia.org/ontology/president,1,1,lieutenant,president
Name the president served by a lieutenant who succeeded Bob C Riley.,succeeded,lieutenant,http://dbpedia.org/property/predecessor,http://dbpedia.org/ontology/lieutenant,1,1,predecessor,lieutenant
What automobile engine's successor is BMW M40,successor,,http://dbpedia.org/property/successor,,1,0,successor,
Where is Oskar Blues located,located,,http://dbpedia.org/property/location,,1,0,location,
What are the outflow of the lakes which also has one of the outflow as Congo River,outflow,outflow,http://dbpedia.org/property/outflow,http://dbpedia.org/ontology/outflow,1,1,outflow,outflow
List the science fiction shows broadcasted on BBC HD, ,broadcasted,http://dbpedia.org/property/genre,http://dbpedia.org/ontology/network,0,1,genre,network
What is the basketball team whose President's college is Brockport Golden Eagles,college,President,http://dbpedia.org/property/college,http://dbpedia.org/property/president,1,1,college,president
In which sitcom did Jeff Conaway acted and had TNT as its network,network,acted,http://dbpedia.org/property/network,http://dbpedia.org/ontology/starring,1,1,network,starring
Who are the people which ITV(TV network) has employed,employed,,http://dbpedia.org/property/employer,,1,0,employer,
Who is the coach of England national under-21 football team,coach,,http://dbpedia.org/property/coach,,1,0,coach,
What are the non-fiction topics in the books whose authors is Terry Pratchett,authors,non-fiction,http://dbpedia.org/property/author,http://dbpedia.org/ontology/nonFictionSubject,1,1,author,nonFictionSubject
Where is the senator from whose successor was James belford,successor,Where,http://dbpedia.org/property/successor,http://dbpedia.org/ontology/region,1,1,successor,region
List the software using C++ as programming language and licence is Software as a service,programming language,licence,http://dbpedia.org/property/programmingLanguage,http://dbpedia.org/ontology/license,2,1,programmingLanguage,license
What is the religion of the ethnic group to which the relatives of Waxiang people belong,relatives,religion,http://dbpedia.org/property/related,http://dbpedia.org/ontology/religion,1,1,related,religion
What is the drafted team of the people expected to join toronto marlies,expected to join,drafted team,http://dbpedia.org/ontology/prospectTeam,http://dbpedia.org/property/draftTeam,3,2,prospectTeam,draftTeam
"What city in the US was Alfred Phillips born in, and is the resting place of William Smith",resting place,born in,http://dbpedia.org/ontology/restingPlace,http://dbpedia.org/property/birthPlace,2,2,restingPlace,birthPlace
Who appointed the governor under whom Richard Winn works,works,appointed,http://dbpedia.org/property/lieutenant,http://dbpedia.org/property/appointer,1,1,lieutenant,appointer
Whose deputy is Neil Brown,deputy,,http://dbpedia.org/property/deputy,,1,0,deputy,
List the broadcast area of the TV stations which also serves in Agalga,broadcast area,broadcast area,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/property/broadcastArea,2,2,broadcastArea,broadcastArea
Which operating system provider of LG Optimus Vu is also the employer of Manu Cornet,operating system,employer,http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/property/employer,2,1,operatingSystem,employer
In which countries have models hanged themselves,hanged,countries,http://dbpedia.org/property/deathCause,http://dbpedia.org/property/citizenship,1,1,deathCause,citizenship
Marika Gombitov makes songs in which languages,songs,language,http://dbpedia.org/property/artist,http://dbpedia.org/property/language,1,1,artist,language
What is the mascot of the handball teams in the Turkish Handball Super League,League,mascot,http://dbpedia.org/ontology/league,http://dbpedia.org/property/mascot,1,1,league,mascot
Name the TV show distributed by Broadcast Syndication and is broadcasted by comedy central,distributed by,broadcasted,http://dbpedia.org/ontology/distributor,http://dbpedia.org/property/network,2,1,distributor,network
What band made The trial and One of these days song,song,band,http://dbpedia.org/property/artist,http://dbpedia.org/ontology/musicalArtist,1,1,artist,musicalArtist
What is Bob Adams (American football) known for,known for,,http://dbpedia.org/property/knownFor,,2,0,knownFor,
Which country's people work in the Birdman enterprises,work in,country's,http://dbpedia.org/ontology/institution,http://dbpedia.org/property/nationality,2,1,institution,nationality
"List the sports associated with Mariveles, Bataan", ,sport,http://dbpedia.org/property/city,http://dbpedia.org/ontology/sport,0,1,city,sport
What company made facebook messenger and is the platform where Words of Gold can be played,platform,made,http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/property/developer,1,1,computingPlatform,developer
What is the common party of the Manthena Venkata Raju and  B. Shiva Rao,party,party,http://dbpedia.org/ontology/party,http://dbpedia.org/property/party,1,1,party,party
Who is the spouse of Daniel Gibson,spouse,,http://dbpedia.org/property/spouse,,1,0,spouse,
Which country does league of Nguendula Filipe belongs to,league,country,http://dbpedia.org/ontology/league,http://dbpedia.org/property/country,1,1,league,country
Which party does Iqbal Singh and B Shiva Rao currently belong to,party,party,http://dbpedia.org/property/party,http://dbpedia.org/property/party,1,1,party,party
What sports are there at the universities affiliated to the National Capital Region Athletic Association,affiliated,athletic,http://dbpedia.org/ontology/affiliation,http://dbpedia.org/property/athletics,1,1,affiliation,athletics
What musician is often associated with Tiffany Villarreal and wrote Same Song,wrote,associated,http://dbpedia.org/property/writer,http://dbpedia.org/ontology/associatedMusicalArtist,1,1,writer,associatedMusicalArtist
Which races has the horse bred by Jacques Van't Hart participated in,bred,race,http://dbpedia.org/ontology/breeder,http://dbpedia.org/property/race,1,1,breeder,race
Who is owner of the soccer club which owns the Cobham Training Centre,owner,owner,http://dbpedia.org/property/owner,http://dbpedia.org/property/owner,1,1,owner,owner
Which associate of Thomas bryan Martin is also the president of Carmichael,associate,president,http://dbpedia.org/ontology/associate,http://dbpedia.org/property/president,1,1,associate,president
What cities are nearer to Fuountain Lake Farm,nearer,,http://dbpedia.org/property/nearestCity,,1,0,nearestCity,
Who all have been a president of educational institutes in Paud,in,president,http://dbpedia.org/ontology/location,http://dbpedia.org/property/president,1,1,location,president
Which governer of Winston Bryant is the president of Joseph Stiglitz,governer,president,http://dbpedia.org/property/governor,http://dbpedia.org/property/president,1,1,governor,president
In which city is the distributor of Jeevan Mrityu located,distributor,located,http://dbpedia.org/property/distributor,http://dbpedia.org/ontology/locationCity,1,1,distributor,locationCity
What is the alma mater of the James Still which is also the alma mater of Tom Maniatis,alma mater,alma mater,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/property/almaMater,2,2,almaMater,almaMater
What is the layout of the automobiles designed by Olivier Boulay,designed,layout,http://dbpedia.org/property/designer,http://dbpedia.org/ontology/layout,1,1,designer,layout
List the origin of the weapons which were used in the American Revolutionary War.,used,origin,http://dbpedia.org/ontology/usedInWar,http://dbpedia.org/property/origin,1,1,usedInWar,origin
In which race did Coneygree the racehorse and Fergie Sutherland the horse trainer participate,race,race,http://dbpedia.org/property/race,http://dbpedia.org/property/race,1,1,race,race
To which educational institutes is Samuel Isham associated to,education,,http://dbpedia.org/property/education,,1,0,education,
Who originally wrote the manga which was later illustrated by Tamon Ohta,illustrated by,wrote,http://dbpedia.org/ontology/illustrator,http://dbpedia.org/property/author,2,1,illustrator,author
What program is  presented by Brian Dunkleman and has artist as Simon Fuller,presented,artist,http://dbpedia.org/property/presenter,http://dbpedia.org/property/creator,1,1,presenter,creator
What is the mascot of alma mater of John O Moseley,alma mater,mascot,http://dbpedia.org/property/almaMater,http://dbpedia.org/property/mascot,2,1,almaMater,mascot
Henry McDaniel's trained horses have won which awards,trained,awards,http://dbpedia.org/property/trainer,http://dbpedia.org/ontology/honours,1,1,trainer,honours
Which broadcast area of Mauritius Broadcasting Corporation is also the nationality of Michael Medor,broadcast area,nationality,http://dbpedia.org/property/broadcastArea,http://dbpedia.org/ontology/nationality,2,1,broadcastArea,nationality
What is the person known for who is the movie director of Sleepy-Time Squirrel,director,known for,http://dbpedia.org/property/director,http://dbpedia.org/ontology/knownFor,1,2,director,knownFor
"What shows used to air on the channel which was earlier known as ""The Comedy Central""",earlier,air on the channel,http://dbpedia.org/ontology/predecessor,http://dbpedia.org/property/distributor,1,4,predecessor,distributor
Who is the cover artist of Doctor Mirabilis (novel),cover artist,,http://dbpedia.org/property/coverArtist,,2,0,coverArtist,
Name the sport league of Hampton Roads Rhinos,league,,http://dbpedia.org/property/league,,1,0,league,
Name the university of Alexandre Tichonov,university,,http://dbpedia.org/property/university,,1,0,university,
Name the office of Richard Coke,office,,http://dbpedia.org/property/office,,1,0,office,
Which city's teams have been coached by Gary Kubaik,coach,city's,http://dbpedia.org/property/coach,http://dbpedia.org/ontology/locationCity,1,1,coach,locationCity
Who gave the voice to the characters sculpted by Clamp,sculpted,voice,http://dbpedia.org/property/creator,http://dbpedia.org/ontology/voice,1,1,creator,voice
"Which political party of kumta had affiliation with Indian general election, 2004 (Andhra Pradesh)", ,affiliation,http://dbpedia.org/property/governmentType,http://dbpedia.org/ontology/affiliation,0,1,governmentType,affiliation
Which composer of Motorpsycho Nitemare has also composed The time are A-Changing,composer,composer,http://dbpedia.org/property/composer,http://dbpedia.org/ontology/musicBy,1,1,composer,musicBy
Who are the stars of the movies which are distributed by Artisan Entertainment,distributed by,stars,http://dbpedia.org/property/distributor,http://dbpedia.org/ontology/starring,2,1,distributor,starring
Which nearest city of Jurgens Site is the death plce of Jimmie Heuga,nearest city,death,http://dbpedia.org/property/nearestCity,http://dbpedia.org/property/deathPlace,2,1,nearestCity,deathPlace
On which river are there things belonging to zambezi river authority,belonging to,river,http://dbpedia.org/property/owner,http://dbpedia.org/ontology/river,2,1,owner,river
What are the nearest city to the historic places whose one of the nearest city is Wisconsin,nearest city,nearest city,http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/property/nearestCity,2,2,nearestCity,nearestCity
To which political party does Virendra Kataria belongs,political party,,http://dbpedia.org/property/party,,2,0,party,
Who is married to Tony Ramo,married to,,http://dbpedia.org/property/partner,,2,0,partner,
Who wrote Heroman,wrote,,http://dbpedia.org/property/author,,1,0,author,
In which war did the units garrisoned at Turin fight,garrison,war,http://dbpedia.org/property/garrison,http://dbpedia.org/ontology/battle,1,1,garrison,battle
Whose work is in the Musee d'orsay, , ,http://dbpedia.org/property/museum,http://dbpedia.org/property/artist,0,0,museum,artist
Which president had lieutenants whose governor was Bill Clinton,governor,lieutenant,http://dbpedia.org/property/governor,http://dbpedia.org/ontology/lieutenant,1,1,governor,lieutenant
Which animator of the The Skeleton Dance is also the  cinematographer of the Mickey's Mellerdrammer,animator,cinematographer,http://dbpedia.org/ontology/animator,http://dbpedia.org/property/cinematography,1,1,animator,cinematography
Brian Dunkleman is the presenter of what TV show,presenter,,http://dbpedia.org/property/presenter,,1,0,presenter,
"List the television shows whose distributors are located at Burbank, California.",located,distributor,http://dbpedia.org/property/locationCity,http://dbpedia.org/property/distributor,1,1,locationCity,distributor
What is the type of Naval Station Bremerton,type,,http://dbpedia.org/property/type,,1,0,type,
What are some movies whose distributors are led by Kevin Tsujihara,led by,distributor,http://dbpedia.org/ontology/keyPerson,http://dbpedia.org/property/distributor,2,1,keyPerson,distributor
Who is the President of United World College of Costa Rica,President,,http://dbpedia.org/property/president,,1,0,president,
In which movies directed by Orson Welles has Bernard Herrmann as music composer,music composer,directed,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/property/director,2,1,musicComposer,director
What is the religion of the person who founded the Emel magazine,founded,religion,http://dbpedia.org/property/founder,http://dbpedia.org/ontology/religion,1,1,founder,religion
What is the alma mater of the author of Letter to a Christian Nation,author,alma mater,http://dbpedia.org/ontology/author,http://dbpedia.org/property/almaMater,1,2,author,almaMater
Which basketball team's president studied in the Brockport Golden Eagles,studied,president,http://dbpedia.org/ontology/college,http://dbpedia.org/property/president,1,1,college,president
Who is the developer of the software which serves the platform for King's Quest VI,platform,developer,http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/property/developer,1,1,computingPlatform,developer
